"sigla_fiscal","ano_mes","notif_total","num_RMO","aux_viagens_totais","classe_1","classe_2","classe_3","classe_4","classe_5","classe_6","classe_7","classe_8"
"APB","2021/02",98,200,178,0,3,99,29,13,51,5,0
"BBV","2021/02",43,71,0,3,4,16,0,6,33,4,1
"CAC","2021/02",57,87,0,0,0,22,0,11,52,2,0
"CHG","2021/02",44,78,0,4,0,43,0,3,24,2,2
"CPL","2021/02",181,371,73,0,2,198,115,8,47,1,0
"DNR","2021/02",3,20,12,0,2,7,0,1,5,4,0
"ENL","2021/02",86,148,63,0,7,43,0,32,61,4,0
"FSG","2021/02",183,133,0,0,12,32,0,1,80,6,1
"HFP","2021/02",50,103,30,0,0,35,0,17,44,7,0
"HSS","2021/02",52,223,153,0,2,152,16,20,33,0,0
"IFM","2021/02",57,95,13,0,2,15,0,25,48,5,0
"JAL","2021/02",14,14,0,0,0,0,14,0,0,0,0
"JLM","2021/02",176,285,92,19,40,141,0,29,46,9,1
"JTA","2021/02",26,76,23,0,31,24,10,4,4,2,0
"KPC","2021/02",94,151,151,0,0,78,1,6,64,2,0
"LAF","2021/02",11,105,56,0,4,57,4,19,16,4,1
"LJS","2021/02",128,132,30,6,3,81,10,7,24,1,0
"LMV","2021/02",95,118,115,0,1,38,0,0,75,4,0
"LRR","2021/02",111,224,0,28,93,66,35,0,2,0,0
"MCG","2021/02",65,126,57,0,6,39,0,16,54,11,0
"MEM","2021/02",47,117,73,0,30,13,0,46,24,4,0
"MLS","2021/02",50,111,90,0,8,36,0,19,45,3,0
"MMM","2021/02",46,114,0,0,14,41,1,3,40,11,4
"MPS","2021/02",9,8,4,0,0,1,2,1,2,1,0
"MRS","2021/02",87,132,14,4,1,57,0,12,50,7,1
"MZA","2021/02",82,133,79,0,18,46,0,3,65,1,0
"RNN","2021/02",54,138,83,5,5,63,1,32,28,3,0
"RRC","2021/02",149,439,421,0,0,249,79,4,64,42,1
"TOS","2021/02",117,141,22,0,1,135,0,1,1,2,0
"TSF","2021/02",141,174,0,0,35,139,0,0,0,0,0
"VBS","2021/02",111,123,0,0,101,4,1,3,13,1,0
"AAR","2021/03",83,128,30,0,5,33,0,9,75,4,0
"ADO","2021/03",104,123,43,5,9,72,0,0,34,3,0
"AEP","2021/03",134,214,0,0,95,0,119,0,0,0,0
"AFL","2021/03",112,203,0,10,109,72,0,0,2,10,0
"AMS","2021/03",97,156,46,15,0,137,0,1,3,0,0
"AMV","2021/03",1,2,0,0,0,0,0,0,1,1,0
"APB","2021/03",224,336,56,96,164,36,0,6,31,0,0
"BBV","2021/03",114,197,28,75,0,106,0,1,15,0,0
"CAC","2021/03",84,133,86,9,27,31,2,7,50,6,0
"CHG","2021/03",115,220,0,54,31,102,0,13,20,0,0
"CPL","2021/03",66,171,165,1,3,100,14,13,38,1,0
"DNR","2021/03",204,228,0,25,0,199,0,0,3,1,0
"ENL","2021/03",197,263,42,29,89,94,0,8,42,1,0
"FNB","2021/03",0,1,0,0,0,1,0,0,0,0,0
"FSG","2021/03",138,178,0,0,62,51,54,5,3,3,0
"HFP","2021/03",54,106,106,0,0,50,0,7,49,0,0
"HSS","2021/03",145,615,57,0,8,460,134,3,9,0,0
"IFM","2021/03",48,166,164,0,1,110,33,9,11,2,0
"JAL","2021/03",45,45,0,0,0,0,45,0,0,0,0
"JLM","2021/03",148,216,124,7,4,112,0,30,63,0,0
"JTA","2021/03",43,128,117,0,4,65,2,22,33,0,1
"KPC","2021/03",70,105,105,0,0,37,0,9,56,2,1
"LAF","2021/03",148,224,82,15,0,187,0,7,15,0,0
"LJS","2021/03",90,145,116,0,1,41,4,28,68,1,1
"LMV","2021/03",98,111,62,11,10,17,0,1,69,3,0
"LRR","2021/03",112,176,0,43,21,108,0,0,4,0,0
"MCG","2021/03",89,210,23,105,82,16,0,0,7,0,0
"MEM","2021/03",12,39,10,0,2,0,0,27,9,1,0
"MLS","2021/03",143,171,24,2,2,134,0,19,12,1,0
"MMM","2021/03",156,217,0,52,9,153,0,0,3,0,0
"MPS","2021/03",5,6,0,0,1,2,1,0,0,0,2
"MRS","2021/03",61,127,112,6,1,62,0,11,46,1,0
"MZA","2021/03",93,127,4,7,6,67,0,2,44,1,0
"RNN","2021/03",123,199,46,27,76,62,1,20,12,1,0
"RRC","2021/03",144,238,194,7,4,124,26,10,66,1,0
"TOS","2021/03",137,137,0,0,0,137,0,0,0,0,0
"TSF","2021/03",125,125,0,0,2,123,0,0,0,0,0
"VBS","2021/03",201,202,0,1,201,0,0,0,0,0,0
"AAR","2021/04",97,161,18,26,3,46,0,17,69,0,0
"ADO","2021/04",113,209,65,58,4,84,0,5,58,0,0
"AEP","2021/04",0,52,0,0,52,0,0,0,0,0,0
"AFL","2021/04",133,138,0,12,17,53,1,3,29,21,2
"AMS","2021/04",109,183,0,70,1,102,0,0,10,0,0
"AMV","2021/04",175,184,9,21,0,44,0,2,114,2,0
"APB","2021/04",214,290,0,66,97,94,0,10,23,0,0
"BBV","2021/04",58,85,0,5,0,21,6,6,41,6,0
"CAC","2021/04",59,157,80,51,19,37,0,9,33,5,1
"CHG","2021/04",78,202,0,43,0,122,0,14,23,0,0
"CPL","2021/04",2,27,0,0,0,21,0,4,2,0,0
"CRC","2021/04",83,126,12,9,71,15,0,5,26,0,0
"DNR","2021/04",198,220,0,22,0,197,0,0,1,0,0
"ENL","2021/04",125,203,62,32,3,107,0,16,44,0,1
"FSG","2021/04",205,168,2,0,44,22,2,4,90,4,2
"HFP","2021/04",71,98,73,0,1,29,0,10,56,2,0
"HSS","2021/04",91,151,0,0,47,36,0,15,53,0,0
"IFM","2021/04",79,143,75,2,2,96,16,18,7,2,0
"JAL","2021/04",22,22,0,0,0,0,22,0,0,0,0
"JLM","2021/04",225,283,39,30,17,202,0,7,23,3,0
"JTA","2021/04",41,97,0,0,7,38,1,18,29,4,0
"KPC","2021/04",178,181,145,7,26,41,0,14,90,0,1
"LAF","2021/04",45,172,107,2,2,108,20,16,23,1,0
"LJS","2021/04",113,163,76,17,2,86,1,11,44,0,2
"LMV","2021/04",86,204,27,115,59,7,0,0,23,0,0
"LRR","2021/04",120,160,3,3,117,10,29,0,1,0,0
"MCG","2021/04",91,182,0,67,45,21,0,9,33,7,0
"MEM","2021/04",44,112,1,0,0,8,4,67,32,1,0
"MLS","2021/04",44,152,82,0,4,75,0,25,42,5,0
"MMM","2021/04",64,151,0,20,7,76,0,10,35,2,1
"MPS","2021/04",5,14,10,0,0,0,0,2,7,2,0
"MRS","2021/04",113,172,0,24,0,97,0,6,42,3,0
"MZA","2021/04",60,213,72,91,3,58,2,7,52,0,0
"RNN","2021/04",103,250,53,108,84,16,0,22,18,2,0
"RRC","2021/04",198,360,59,0,0,175,126,2,54,3,0
"TOS","2021/04",71,168,80,0,3,156,0,1,6,1,0
"VBS","2021/04",110,119,1,2,97,1,0,0,10,9,0
"AAR","2021/05",95,102,29,0,7,18,1,8,68,0,0
"ADO","2021/05",103,123,59,14,10,55,1,0,42,1,0
"AEP","2021/05",97,216,0,0,127,0,89,0,0,0,0
"AFL","2021/05",85,78,0,0,10,4,3,5,31,22,3
"AMS","2021/05",110,192,135,22,2,91,19,1,55,2,0
"AMV","2021/05",167,161,60,0,4,26,0,4,126,1,0
"APB","2021/05",150,216,0,53,43,76,0,9,34,1,0
"BBV","2021/05",55,61,0,1,2,8,5,3,35,4,2
"CAC","2021/05",69,123,96,0,0,30,0,12,67,10,0
"CHG","2021/05",105,188,22,58,2,110,0,5,11,1,0
"CPL","2021/05",21,48,0,0,0,27,0,2,19,0,0
"CRC","2021/05",61,92,62,0,13,26,0,2,50,1,0
"DNR","2021/05",132,169,0,37,0,132,0,0,0,0,0
"ENL","2021/05",146,236,75,42,3,156,0,6,29,0,0
"FSG","2021/05",193,153,78,0,0,38,0,5,106,3,1
"HFP","2021/05",29,109,74,0,0,56,0,27,26,0,0
"HSS","2021/05",54,110,38,0,10,30,1,19,48,0,1
"IFM","2021/05",98,134,20,21,7,89,0,2,14,1,0
"JAL","2021/05",21,21,0,0,0,0,21,0,0,0,0
"JLM","2021/05",78,139,138,0,1,70,0,11,57,0,0
"JTA","2021/05",32,84,0,0,1,8,0,12,50,8,3
"KPC","2021/05",60,103,102,0,1,29,3,18,48,4,0
"LAF","2021/05",36,113,0,3,6,60,0,28,16,0,0
"LJS","2021/05",110,78,43,0,0,2,1,6,57,1,10
"LMV","2021/05",82,106,105,0,4,29,0,0,72,0,0
"LRR","2021/05",114,142,0,28,3,111,0,0,0,0,0
"MCG","2021/05",50,157,74,40,29,56,0,22,10,0,0
"MEM","2021/05",84,111,0,0,0,73,0,27,10,0,1
"MLS","2021/05",9,21,0,0,0,6,0,1,9,5,0
"MMM","2021/05",41,95,0,0,11,39,0,2,36,6,0
"MPS","2021/05",145,155,19,3,91,5,24,2,7,10,2
"MRS","2021/05",118,226,218,1,1,109,28,5,76,5,0
"MZA","2021/05",82,166,134,1,5,86,1,12,59,1,0
"RNN","2021/05",57,144,87,28,17,42,0,20,37,0,0
"RRC","2021/05",49,119,109,2,2,58,19,20,17,1,0
"TOS","2021/05",46,106,61,0,0,60,0,10,27,9,0
"VBS","2021/05",84,113,0,1,71,7,0,1,27,5,0
"AAR","2021/06",93,151,0,9,1,64,0,11,61,3,0
"ADO","2021/06",120,155,59,11,10,55,0,1,74,4,0
"AEP","2021/06",116,216,0,1,103,0,112,0,0,0,0
"AFL","2021/06",79,84,0,2,16,5,2,2,16,35,5
"AMS","2021/06",52,205,194,2,1,145,0,8,47,1,1
"AMV","2021/06",57,104,2,0,0,58,0,1,34,11,0
"APB","2021/06",147,219,180,1,4,70,0,25,75,41,3
"BBV","2021/06",69,98,0,5,1,28,2,2,53,7,0
"CAC","2021/06",66,121,52,0,0,51,0,12,51,7,0
"CHG","2021/06",33,148,34,0,0,96,0,13,38,1,0
"CPL","2021/06",91,212,163,5,42,113,14,5,30,0,0
"CRC","2021/06",60,90,35,0,3,39,0,2,43,3,0
"DNR","2021/06",15,15,0,0,15,0,0,0,0,0,0
"ENL","2021/06",130,192,152,2,15,39,0,44,85,7,0
"FNB","2021/06",0,2,0,0,2,0,0,0,0,0,0
"FSG","2021/06",166,126,0,0,0,26,0,3,95,2,0
"HFP","2021/06",28,121,67,0,2,72,1,20,25,1,0
"HSS","2021/06",42,100,41,0,10,28,1,15,41,4,1
"IFM","2021/06",54,91,58,0,3,32,2,8,42,4,0
"JAL","2021/06",8,8,0,0,0,0,8,0,0,0,0
"JLM","2021/06",65,100,46,0,0,37,0,9,45,9,0
"JTA","2021/06",46,130,94,0,4,49,1,26,43,6,1
"KPC","2021/06",61,167,167,0,0,58,0,47,60,2,0
"LAF","2021/06",15,115,63,0,0,56,0,30,21,6,1
"LJS","2021/06",90,131,95,0,1,37,1,14,64,14,0
"LMV","2021/06",93,151,112,0,1,70,0,1,77,1,0
"LRR","2021/06",130,157,0,23,79,55,0,0,0,0,0
"MCG","2021/06",114,141,117,0,0,29,0,9,95,8,0
"MEM","2021/06",55,113,105,0,1,0,0,51,44,15,2
"MLS","2021/06",54,154,139,0,4,37,0,43,53,17,0
"MMM","2021/06",36,113,0,0,6,69,0,3,32,3,0
"MPS","2021/06",28,42,11,5,2,2,16,2,7,5,1
"MRS","2021/06",85,150,64,1,1,62,1,8,66,11,0
"MZA","2021/06",76,135,94,0,19,49,0,8,55,4,0
"RNN","2021/06",46,143,117,0,5,65,0,41,32,0,0
"RRC","2021/06",110,216,89,0,16,78,60,4,42,16,0
"TOS","2021/06",54,90,56,0,0,33,0,10,43,2,1
"VBS","2021/06",85,92,0,5,84,0,0,0,2,1,0
"AAR","2021/07",4,160,0,149,3,2,0,2,3,1,0
"ADO","2021/07",130,186,46,38,7,49,0,2,87,3,0
"AEP","2021/07",98,247,0,0,154,0,93,0,0,0,0
"AFL","2021/07",95,124,0,15,12,33,1,4,28,29,2
"AMS","2021/07",101,163,78,16,0,99,0,7,39,2,0
"AMV","2021/07",69,159,64,0,0,9,0,3,45,98,4
"APB","2021/07",97,206,150,8,0,80,0,60,54,4,0
"BBV","2021/07",5,12,0,0,0,3,1,1,3,2,1
"CAC","2021/07",54,113,68,0,1,43,0,7,51,9,2
"CHG","2021/07",27,175,24,0,0,140,0,7,28,0,0
"CPL","2021/07",208,536,527,0,6,330,143,4,50,3,0
"DNR","2021/07",127,126,2,1,113,7,0,1,2,2,0
"ENL","2021/07",61,123,56,0,1,37,0,30,51,2,1
"FNB","2021/07",1,1,0,0,0,0,0,0,1,0,0
"FSG","2021/07",198,164,133,0,5,17,0,15,120,5,1
"HFP","2021/07",46,110,27,0,1,48,0,18,41,2,0
"HSS","2021/07",69,140,132,0,0,70,61,2,7,0,0
"IFM","2021/07",106,162,131,0,0,46,74,15,24,3,0
"JAL","2021/07",25,26,0,0,1,0,25,0,0,0,0
"JLM","2021/07",185,252,65,22,0,164,3,14,29,18,2
"JTA","2021/07",26,138,112,0,0,75,0,25,36,1,0
"KPC","2021/07",73,143,142,0,0,39,27,30,43,4,0
"LAF","2021/07",96,127,1,13,1,97,0,8,6,2,0
"LJS","2021/07",80,107,94,0,1,28,0,18,58,0,1
"LMV","2021/07",47,98,98,0,0,45,0,0,43,9,1
"LRR","2021/07",143,192,0,49,0,142,1,0,0,0,0
"MCG","2021/07",82,126,99,0,1,29,0,16,68,11,1
"MEM","2021/07",103,124,0,0,102,0,0,18,2,2,0
"MLS","2021/07",58,131,0,0,0,50,0,15,62,4,0
"MMM","2021/07",49,63,0,6,0,12,0,0,11,34,0
"MPS","2021/07",32,28,0,0,0,1,15,1,3,1,4
"MRS","2021/07",4,10,4,1,0,2,1,3,3,0,0
"MZA","2021/07",109,184,60,22,2,85,0,2,71,2,0
"RDB","2021/07",3,1,0,0,0,1,0,0,0,0,0
"RNN","2021/07",6,22,0,0,0,3,5,6,6,2,0
"RRC","2021/07",232,505,369,0,4,264,174,6,42,15,0
"TOS","2021/07",24,75,46,0,0,25,0,8,22,18,0
"AAR","2021/08",138,111,5,0,3,16,0,6,85,1,0
"ADO","2021/08",176,201,99,12,8,85,0,8,83,5,0
"AEP","2021/08",135,228,0,0,112,3,113,0,0,0,0
"AFL","2021/08",119,69,0,0,1,3,1,3,29,32,0
"AMS","2021/08",65,182,164,0,0,73,4,18,61,23,3
"AMV","2021/08",107,164,7,0,2,20,0,6,78,57,0
"APB","2021/08",104,156,84,3,7,54,12,15,63,2,0
"BBV","2021/08",52,76,0,0,3,15,6,4,31,16,1
"CAC","2021/08",54,111,57,0,0,41,0,12,49,9,0
"CHG","2021/08",29,102,41,0,4,40,0,22,34,1,0
"CPL","2021/08",81,244,99,0,3,143,0,22,71,5,0
"CRC","2021/08",53,110,66,0,4,48,1,4,45,5,3
"DNR","2021/08",142,151,0,9,52,89,0,0,1,0,0
"ENL","2021/08",104,154,75,0,20,34,0,20,78,2,0
"FNB","2021/08",0,2,0,0,0,1,0,1,0,0,0
"FSG","2021/08",118,260,0,0,0,151,104,2,1,2,0
"HFP","2021/08",43,103,63,0,0,44,0,21,34,4,0
"HSS","2021/08",52,115,25,0,8,34,0,31,41,1,0
"IFM","2021/08",75,128,100,0,2,53,22,5,36,10,0
"JAL","2021/08",37,43,0,0,7,0,36,0,0,0,0
"JLM","2021/08",92,136,23,0,21,41,0,18,54,2,0
"JTA","2021/08",56,132,84,0,2,44,1,16,56,12,1
"KPC","2021/08",64,169,169,0,0,61,0,49,56,3,0
"LAF","2021/08",34,140,49,48,20,50,0,7,11,3,1
"LJS","2021/08",96,98,67,0,30,8,1,10,40,9,0
"LMV","2021/08",57,133,133,0,2,53,1,27,44,4,2
"LRR","2021/08",124,155,0,27,4,121,2,0,0,1,0
"MCG","2021/08",62,126,0,0,2,38,0,30,45,11,0
"MEM","2021/08",117,163,54,0,98,0,0,40,18,6,0
"MLS","2021/08",69,152,125,0,4,48,0,34,52,13,0
"MMM","2021/08",44,80,0,2,4,30,0,2,36,4,2
"MPS","2021/08",62,63,7,0,2,2,51,0,5,1,0
"MRS","2021/08",99,188,117,1,1,89,0,7,79,11,0
"MZA","2021/08",105,203,127,32,8,98,0,6,52,7,0
"RNN","2021/08",73,135,131,0,1,35,1,37,59,2,0
"RRC","2021/08",156,207,75,0,0,78,30,5,90,3,1
"TOS","2021/08",36,88,84,0,0,26,0,15,38,6,1
"VBS","2021/08",61,88,0,1,2,29,0,2,44,10,0
"AAR","2021/09",89,112,22,0,20,18,0,8,59,6,1
"ADO","2021/09",85,130,44,7,11,56,0,1,50,5,0
"AEP","2021/09",132,223,0,0,116,0,107,0,0,0,0
"AFL","2021/09",85,55,0,0,9,1,1,0,8,34,2
"AMS","2021/09",49,125,100,8,0,75,0,6,30,5,1
"AMV","2021/09",79,139,40,0,1,17,0,3,52,66,0
"APB","2021/09",18,22,0,0,1,0,2,5,14,0,0
"BBV","2021/09",35,68,0,0,0,28,1,3,29,7,0
"CAC","2021/09",54,138,54,0,0,52,0,25,54,7,0
"CHG","2021/09",8,54,1,0,2,36,0,4,12,0,0
"CPL","2021/09",40,180,158,0,2,97,0,45,35,1,0
"CRC","2021/09",74,88,35,0,1,29,0,5,53,0,0
"DNR","2021/09",38,98,45,0,1,44,1,12,37,3,0
"ENL","2021/09",80,165,105,0,16,52,0,26,68,2,0
"FNB","2021/09",1,4,1,0,0,2,0,1,0,1,0
"FSG","2021/09",206,303,45,0,0,118,129,9,37,9,0
"HFP","2021/09",41,100,62,0,4,28,0,26,40,2,0
"HSS","2021/09",62,187,169,0,4,102,39,12,26,3,0
"IFM","2021/09",12,101,1,0,2,8,0,72,13,6,0
"JAL","2021/09",14,16,0,0,2,0,14,0,0,0,0
"JLM","2021/09",100,175,95,0,12,57,0,27,69,10,0
"JTA","2021/09",51,92,0,0,2,21,0,12,44,13,0
"KPC","2021/09",80,146,146,0,0,40,0,34,66,5,1
"LAF","2021/09",12,105,60,0,0,55,0,33,11,5,1
"LJS","2021/09",69,97,81,0,0,18,0,6,50,22,1
"LMV","2021/09",69,103,82,0,1,35,0,6,57,4,0
"LRR","2021/09",130,158,1,27,6,116,9,0,0,0,0
"MCG","2021/09",53,151,112,0,5,40,0,51,49,5,0
"MEM","2021/09",10,103,18,0,7,0,0,83,7,6,0
"MLS","2021/09",40,109,34,0,4,13,0,44,41,7,0
"MMM","2021/09",35,111,0,0,14,54,0,0,35,8,0
"MPS","2021/09",10,18,2,0,1,1,4,1,2,6,0
"MRS","2021/09",80,199,175,2,0,83,35,24,43,11,0
"MZA","2021/09",68,145,35,0,1,77,0,6,60,1,0
"RNN","2021/09",102,161,103,3,1,48,0,43,62,4,0
"RRC","2021/09",158,282,108,0,19,112,70,8,70,3,0
"TOS","2021/09",23,84,18,0,1,22,0,28,27,5,0
"AAR","2021/10",55,102,60,0,9,28,0,15,48,1,0
"ADO","2021/10",132,151,92,20,5,50,0,4,70,2,0
"AFL","2021/10",76,57,0,0,8,0,0,1,7,41,0
"AMS","2021/10",64,123,119,0,0,54,0,4,62,3,0
"AMV","2021/10",98,145,37,0,0,21,0,10,66,48,0
"APB","2021/10",99,159,132,0,1,58,0,28,69,3,0
"BBV","2021/10",36,39,0,0,1,8,0,4,22,3,0
"CAC","2021/10",40,91,29,0,0,39,0,15,35,2,0
"CHG","2021/10",44,102,0,0,0,40,0,19,43,0,0
"CPL","2021/10",70,258,246,0,0,159,24,32,43,0,0
"CRC","2021/10",49,83,33,0,3,30,0,3,44,3,0
"DNR","2021/10",58,84,52,0,3,18,0,8,55,0,0
"ENL","2021/10",56,110,59,0,3,34,0,16,54,3,0
"FNB","2021/10",0,1,0,0,0,0,0,1,0,0,0
"FSG","2021/10",112,92,75,0,0,11,0,21,42,17,1
"HFP","2021/10",46,117,106,0,1,66,0,8,37,4,0
"HSS","2021/10",91,216,174,0,7,111,69,14,15,0,0
"IFM","2021/10",48,81,38,0,1,27,0,18,33,2,0
"JAL","2021/10",9,10,0,0,1,0,9,0,0,0,0
"JLM","2021/10",161,299,10,132,129,5,0,8,20,5,0
"JTA","2021/10",14,34,0,0,0,0,0,2,19,11,0
"KPC","2021/10",39,145,145,0,0,72,12,32,27,2,0
"LAF","2021/10",13,89,81,0,4,41,0,6,22,16,0
"LJS","2021/10",53,114,114,0,0,40,1,21,44,8,0
"LMV","2021/10",69,114,83,0,3,34,0,7,66,4,0
"LRR","2021/10",113,153,1,21,21,93,18,0,0,0,0
"MCG","2021/10",74,175,56,35,43,32,0,23,23,19,0
"MEM","2021/10",26,94,85,0,7,0,0,52,24,11,0
"MLS","2021/10",41,135,133,0,8,55,0,22,40,10,0
"MMM","2021/10",33,109,0,0,12,60,0,3,29,5,0
"MPS","2021/10",6,5,0,0,0,0,5,0,0,0,0
"MRS","2021/10",96,163,99,0,4,71,0,8,71,8,0
"MZA","2021/10",73,126,77,5,8,62,0,7,41,3,0
"RNN","2021/10",80,169,0,52,70,10,0,21,16,0,0
"RRC","2021/10",102,274,201,0,0,152,60,21,38,2,1
"TOS","2021/10",15,59,55,0,0,27,0,6,17,8,0
"TSF","2021/10",72,63,0,0,0,8,0,4,22,29,0
"VBS","2021/10",0,1,0,0,0,0,0,1,0,0,0
"AAR","2021/11",52,94,24,0,5,30,0,18,39,1,0
"ADO","2021/11",89,102,81,0,9,25,0,0,64,2,0
"AEP","2021/11",83,157,0,0,84,0,73,0,0,0,0
"AFL","2021/11",72,52,0,0,6,3,0,1,18,23,1
"AMS","2021/11",56,97,84,0,0,35,0,7,54,1,0
"AMV","2021/11",95,139,43,0,1,34,0,1,77,26,0
"APB","2021/11",90,138,108,0,2,52,25,11,48,0,0
"BBV","2021/11",50,72,0,13,0,30,0,1,19,9,0
"CAC","2021/11",34,65,59,0,0,20,0,16,26,1,1
"CHG","2021/11",23,76,45,0,0,42,0,6,28,0,0
"CPL","2021/11",68,229,217,0,0,152,45,9,23,0,0
"CRC","2021/11",141,161,100,0,0,25,99,1,34,1,0
"DNR","2021/11",42,60,8,1,22,11,1,6,19,0,0
"ENL","2021/11",84,114,78,0,8,19,0,21,62,4,0
"FNB","2021/11",1,1,0,0,0,0,0,0,1,0,0
"FSG","2021/11",96,146,0,0,48,0,0,6,88,3,0
"HFP","2021/11",23,75,35,0,1,35,0,16,21,2,0
"HSS","2021/11",40,123,79,0,14,52,0,17,38,1,0
"IFM","2021/11",75,159,157,0,2,80,67,3,2,5,0
"JAL","2021/11",18,17,0,0,0,0,17,0,0,0,0
"JLM","2021/11",59,118,54,0,2,50,0,10,45,11,0
"JTA","2021/11",47,73,1,0,1,25,0,8,31,8,0
"KPC","2021/11",80,136,133,1,2,40,23,26,43,0,0
"LAF","2021/11",15,79,47,0,0,40,0,8,17,14,0
"LJS","2021/11",66,79,18,0,56,9,1,0,7,4,2
"LMV","2021/11",68,145,144,0,4,41,8,33,48,11,0
"LRR","2021/11",105,145,0,3,47,15,80,0,0,0,0
"MCG","2021/11",73,131,67,11,15,37,0,14,49,5,0
"MLS","2021/11",20,97,25,0,2,28,1,44,20,2,0
"MMM","2021/11",24,93,0,22,1,39,0,2,24,5,0
"MPS","2021/11",24,32,26,0,1,6,6,0,13,2,4
"MRS","2021/11",93,134,78,0,1,46,39,0,45,3,0
"MZA","2021/11",52,123,103,0,6,55,0,13,48,0,0
"RNN","2021/11",76,146,88,13,46,24,0,34,29,0,0
"RRC","2021/11",106,195,41,0,1,89,79,1,22,3,0
"TOS","2021/11",10,27,25,0,3,11,0,1,10,1,0
"TSF","2021/11",69,73,0,4,44,5,0,2,14,4,0
"AAR","2021/12",89,95,28,3,2,18,0,9,62,1,0
"ADO","2021/12",102,136,57,5,9,62,0,5,52,3,0
"AEP","2021/12",57,179,0,0,125,0,54,0,0,0,0
"AFL","2021/12",96,63,0,0,3,3,1,3,19,32,2
"AMS","2021/12",51,116,66,5,0,68,0,1,38,4,0
"AMV","2021/12",83,118,7,0,3,29,0,2,69,15,0
"APB","2021/12",92,187,180,0,6,92,31,8,46,3,1
"BBV","2021/12",38,58,0,0,0,13,2,4,37,2,0
"CHG","2021/12",30,97,40,6,0,51,1,10,29,0,0
"CPL","2021/12",168,431,161,0,1,258,164,1,7,0,0
"CRC","2021/12",33,66,55,0,4,29,21,0,12,0,0
"DNR","2021/12",79,109,14,8,3,65,0,9,22,2,0
"ENL","2021/12",81,92,69,0,11,19,0,13,47,1,0
"FNB","2021/12",1,2,1,0,0,1,0,1,0,0,0
"FSG","2021/12",236,279,15,0,0,122,47,10,97,3,0
"HFP","2021/12",64,95,31,0,1,23,0,13,53,5,0
"HSS","2021/12",75,147,87,0,8,60,22,14,37,6,0
"IFM","2021/12",29,145,122,0,2,89,19,21,10,4,0
"JAL","2021/12",30,28,0,0,0,0,27,0,1,0,0
"JLM","2021/12",127,192,178,0,5,33,1,32,114,7,0
"JTA","2021/12",34,22,0,0,0,1,1,0,12,8,0
"KPC","2021/12",25,138,132,0,6,69,0,38,22,3,0
"LAF","2021/12",24,99,0,0,2,39,0,22,27,9,0
"LMV","2021/12",75,103,83,1,1,33,5,1,62,0,0
"LRR","2021/12",99,132,0,13,21,94,3,0,1,0,0
"MCG","2021/12",48,110,45,0,4,25,0,23,42,16,0
"MEM","2021/12",7,94,29,0,2,0,0,71,9,10,0
"MLS","2021/12",36,124,112,0,4,55,0,25,35,5,0
"MMM","2021/12",44,133,0,43,2,45,1,4,33,5,0
"MPS","2021/12",122,107,92,0,1,23,6,2,75,0,0
"MRS","2021/12",63,109,101,3,4,6,0,34,50,7,0
"MZA","2021/12",53,129,74,10,8,56,0,10,44,1,0
"RNN","2021/12",51,153,25,73,45,11,0,17,7,0,0
"RRC","2021/12",106,182,57,0,10,75,15,8,74,0,0
"TOS","2021/12",25,102,57,0,0,52,0,20,27,3,0
"TSF","2021/12",52,95,0,5,27,14,0,15,21,13,0
"AAR","2022/01",51,66,11,0,10,6,0,6,35,9,0
"ADO","2022/01",48,160,124,24,9,72,0,9,45,1,0
"AEP","2022/01",1,122,0,0,121,0,0,0,0,0,1
"AFL","2022/01",67,70,0,0,16,1,1,1,12,35,3
"AMS","2022/01",13,40,33,0,0,19,1,2,13,5,0
"AMV","2022/01",82,123,35,0,1,30,0,15,67,10,0
"APB","2022/01",100,130,7,4,57,22,0,15,32,0,0
"BBV","2022/01",49,63,0,2,1,13,3,5,33,5,1
"CAC","2022/01",23,110,84,0,9,29,0,40,22,9,1
"CHG","2022/01",1,4,0,0,0,0,0,0,4,0,0
"CPL","2022/01",5,17,16,0,0,6,0,5,6,0,0
"CRC","2022/01",97,129,0,0,0,31,77,0,18,2,0
"DNR","2022/01",107,140,44,5,41,69,0,6,19,0,0
"ENL","2022/01",35,103,0,0,4,38,0,31,30,0,0
"FSG","2022/01",81,287,0,0,9,205,66,2,3,2,0
"HFP","2022/01",50,96,17,0,1,45,0,16,31,3,0
"HSS","2022/01",52,132,0,19,24,38,1,21,29,0,0
"JAL","2022/01",17,15,0,0,0,0,15,0,0,0,0
"JLM","2022/01",79,90,45,0,0,21,0,14,46,9,0
"JTA","2022/01",21,71,0,0,6,26,0,11,23,5,0
"KPC","2022/01",44,132,130,0,2,46,6,40,35,3,0
"LAF","2022/01",24,90,65,0,0,48,0,17,18,7,0
"LJS","2022/01",52,106,101,0,0,36,0,26,44,0,0
"LMV","2022/01",33,108,73,0,1,49,0,8,31,19,0
"LRR","2022/01",97,150,0,28,85,35,0,0,2,0,0
"MCG","2022/01",54,130,58,6,15,43,0,16,34,15,1
"MEM","2022/01",113,174,27,0,76,9,20,51,16,2,0
"MLS","2022/01",1,6,0,0,0,2,0,0,4,0,0
"MMM","2022/01",77,153,0,58,61,10,0,1,19,4,0
"MPS","2022/01",131,134,7,0,82,11,21,0,18,1,0
"MRS","2022/01",81,154,146,4,7,48,27,20,41,6,1
